species,plant_date,plant_type,dbh,plot_size
Eriobotrya deflexa :: Bronze Loquat,1996-03-23 00:00:00.000000 UTC,Tree,10,3x3
Eriobotrya deflexa :: Bronze Loquat,1996-03-23 00:00:00.000000 UTC,Tree,10,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1995-08-19 00:00:00.000000 UTC,Tree,10,3x3
Syagrus romanzoffianum :: Queen Palm,2003-11-08 00:00:00.000000 UTC,Tree,11,3x3
Magnolia grandiflora :: Southern Magnolia,1994-05-07 00:00:00.000000 UTC,Tree,11,3x3
Hakea suaveolens :: Sweet Hakea Tree,2000-07-22 00:00:00.000000 UTC,Tree,12,3x3
Magnolia grandiflora :: Southern Magnolia,1994-05-07 00:00:00.000000 UTC,Tree,12,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2000-08-12 00:00:00.000000 UTC,Tree,12,3x3
Tristania conferta ::,1986-06-14 00:00:00.000000 UTC,Tree,13,3x3
Maytenus boaria :: Mayten,1984-10-27 00:00:00.000000 UTC,Tree,13,3x3
Agonis flexuosa :: Peppermint Willow,1994-07-30 00:00:00.000000 UTC,Tree,13,3x3
Acacia cognata :: River Wattle,1994-12-17 00:00:00.000000 UTC,Tree,14,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,1984-08-25 00:00:00.000000 UTC,Tree,14,3x3
Platanus x hispanica :: Sycamore: London Plane,1995-08-26 00:00:00.000000 UTC,Tree,14,3x3
Lophostemon confertus :: Brisbane Box,1994-05-21 00:00:00.000000 UTC,Tree,15,3x3
Ginkgo biloba :: Maidenhair Tree,2006-01-21 00:00:00.000000 UTC,Tree,2,4x4
Acacia baileyana :: Bailey's Acacia,2017-06-06 00:00:00.000000 UTC,Tree,3,4x4
Betula pendula :: European White Birch,2006-01-21 00:00:00.000000 UTC,Tree,4,4x4
Maytenus boaria :: Mayten,1994-05-21 00:00:00.000000 UTC,Tree,5,4x4
Magnolia grandiflora :: Southern Magnolia,1996-03-02 00:00:00.000000 UTC,Tree,8,4x4
Maytenus boaria :: Mayten,1994-05-21 00:00:00.000000 UTC,Tree,12,4x4
Tree(s) ::,2014-10-16 00:00:00.000000 UTC,Landscaping,3,3x3
Tree(s) ::,2014-10-16 00:00:00.000000 UTC,Landscaping,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2015-01-05 00:00:00.000000 UTC,Tree,3,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2015-01-27 00:00:00.000000 UTC,Tree,3,3x3
Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,2015-01-27 00:00:00.000000 UTC,Tree,3,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2015-01-27 00:00:00.000000 UTC,Tree,3,3x3
Cordyline australis :: Dracena Palm,2012-12-19 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2010-11-18 00:00:00.000000 UTC,Tree,6,3X3
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2014-10-24 14:20:00.000000 UTC,Tree,3,3X3
Tree(s) ::,2016-05-04 00:00:00.000000 UTC,Tree,3,3x3
Magnolia grandiflora :: Southern Magnolia,2003-10-09 00:00:00.000000 UTC,Tree,3,3x3
Lophostemon confertus :: Brisbane Box,1992-11-24 00:00:00.000000 UTC,Tree,13,3x3
Pyrus calleryana :: Ornamental Pear,2005-02-15 00:00:00.000000 UTC,Tree,3,3X4
Pyrus calleryana :: Ornamental Pear,2006-11-28 00:00:00.000000 UTC,Tree,3,3x4
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2014-06-17 00:00:00.000000 UTC,Tree,3,3X4
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2006-12-06 00:00:00.000000 UTC,Tree,3,3X4
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2015-09-21 00:00:00.000000 UTC,Tree,3,5x5
Ginkgo biloba :: Maidenhair Tree,2013-04-03 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,2001-12-17 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,1990-03-27 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,2001-05-12 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,1990-03-27 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,1993-05-10 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,2007-06-29 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,1990-03-27 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,2001-12-09 00:00:00.000000 UTC,Tree,3,3X3
Platanus x hispanica :: Sycamore: London Plane,2014-10-08 11:30:00.000000 UTC,Tree,3,3X3
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2005-02-15 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2011-10-25 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2001-12-17 00:00:00.000000 UTC,Tree,3,3X3
Pyrus calleryana :: Ornamental Pear,2006-12-06 00:00:00.000000 UTC,Tree,3,3x3
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2006-12-06 00:00:00.000000 UTC,Tree,3,3x3
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2016-04-21 00:00:00.000000 UTC,Tree,3,3x3
Pyrus calleryana :: Ornamental Pear,1993-05-10 00:00:00.000000 UTC,Tree,3,4X4
Platanus x hispanica :: Sycamore: London Plane,2016-04-21 00:00:00.000000 UTC,Tree,3,4X4
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2015-10-28 07:08:00.000000 UTC,Tree,3,4X4
Pyrus calleryana 'New Bradford' :: New Bradford Pear,2010-05-04 00:00:00.000000 UTC,Tree,3,4x4
Tree(s) ::,2010-10-27 00:00:00.000000 UTC,Tree,23,2x3
Tree(s) ::,2017-11-08 00:00:00.000000 UTC,tree,3,5x5
Eriobotrya deflexa :: Bronze Loquat,2016-05-06 00:00:00.000000 UTC,Tree,3,5x5
Agonis flexuosa :: Peppermint Willow,2007-03-27 00:00:00.000000 UTC,Tree,13,4x6
::,2015-06-23 00:00:00.000000 UTC,Landscaping,3,6x4
Ficus nitida :: Laurel Fig,1994-01-18 00:00:00.000000 UTC,Tree,22,5x9
Ficus retusa nitida :: Banyan Fig,1995-03-08 00:00:00.000000 UTC,Tree,21,4x5
Pittosporum undulatum :: Victorian Box,1997-04-17 00:00:00.000000 UTC,Tree,26,2X3
Callistemon citrinus :: Lemon Bottlebrush,1992-05-27 00:00:00.000000 UTC,Tree,25,2X2
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,22,9x9
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,25,9x9
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,27,9x9
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,25,9x9
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,22,9x9
Magnolia grandiflora :: Southern Magnolia,2014-03-12 00:00:00.000000 UTC,Tree,27,9x9
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-03-17 00:00:00.000000 UTC,Tree,32,7x4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-03-18 00:00:00.000000 UTC,Tree,22,7x4
Liquidambar styraciflua :: American Sweet Gum,1990-04-16 00:00:00.000000 UTC,Tree,26,5x5
Metrosideros excelsa :: New Zealand Xmas Tree,2013-03-22 00:00:00.000000 UTC,Tree,70,2X3
Metrosideros excelsa :: New Zealand Xmas Tree,1973-06-25 00:00:00.000000 UTC,Tree,32,3x6
Metrosideros excelsa :: New Zealand Xmas Tree,1981-04-30 00:00:00.000000 UTC,Tree,38,4x3
Metrosideros excelsa :: New Zealand Xmas Tree,1980-04-15 00:00:00.000000 UTC,Tree,32,4x6
Metrosideros excelsa :: New Zealand Xmas Tree,1981-04-30 00:00:00.000000 UTC,Tree,22,4x6
Metrosideros excelsa :: New Zealand Xmas Tree,1973-08-16 00:00:00.000000 UTC,Tree,31,6x8
Platanus x hispanica :: Sycamore: London Plane,1979-08-28 00:00:00.000000 UTC,Tree,22,6x5
Platanus x hispanica :: Sycamore: London Plane,1994-05-04 00:00:00.000000 UTC,Tree,22,6x6
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1981-04-22 00:00:00.000000 UTC,Tree,28,6x6
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1976-08-27 00:00:00.000000 UTC,Tree,22,8x8
Acer rubrum :: Red Maple,2011-04-19 00:00:00.000000 UTC,Tree,1,2x2
Acer rubrum :: Red Maple,2011-04-19 00:00:00.000000 UTC,Tree,1,2x2
Acer rubrum :: Red Maple,2011-04-19 00:00:00.000000 UTC,Tree,1,2x2
Acer rubrum :: Red Maple,2011-04-19 00:00:00.000000 UTC,Tree,1,2x2
Ginkgo biloba :: Maidenhair Tree,2013-01-22 00:00:00.000000 UTC,Tree,1,8x9
Ceanothus Sps :: California lilac,2014-04-28 00:00:00.000000 UTC,Tree,1,3x4
Agonis flexuosa :: Peppermint Willow,2015-11-30 00:00:00.000000 UTC,Tree,1,6x6
Lophostemon confertus :: Brisbane Box,2010-10-14 00:00:00.000000 UTC,Tree,1,9x9
Tristaniopsis laurina :: Swamp Myrtle,2011-11-08 00:00:00.000000 UTC,Tree,1,2x2
Tristaniopsis laurina :: Swamp Myrtle,2011-11-08 00:00:00.000000 UTC,Tree,1,2x2
Tristaniopsis laurina :: Swamp Myrtle,2013-07-24 00:00:00.000000 UTC,Tree,1,6x9
Tristaniopsis laurina :: Swamp Myrtle,2013-07-24 00:00:00.000000 UTC,Tree,1,6x9
Magnolia grandiflora :: Southern Magnolia,2010-07-01 00:00:00.000000 UTC,Tree,1,4x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-07-31 00:00:00.000000 UTC,Tree,1,3x4
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2015-12-04 00:00:00.000000 UTC,Tree,1,1X1
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2014-03-12 00:00:00.000000 UTC,Tree,1,3x4
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2014-01-24 00:00:00.000000 UTC,Tree,1,3x5
Olea europaea :: Olive Tree,2011-04-01 00:00:00.000000 UTC,Tree,2,3x6
Pyrus kawakamii :: Evergreen Pear,2011-10-27 00:00:00.000000 UTC,Tree,2,3x5
Prunus serrulata :: Ornamental Cherry,2009-02-05 00:00:00.000000 UTC,Tree,2,6x9
Tristaniopsis laurina :: Swamp Myrtle,2014-05-16 00:00:00.000000 UTC,Tree,2,3x6
Tristaniopsis laurina :: Swamp Myrtle,2013-07-24 00:00:00.000000 UTC,Tree,2,6x9
Tristaniopsis laurina :: Swamp Myrtle,2013-07-24 00:00:00.000000 UTC,Tree,2,6x9
Tristaniopsis laurina :: Swamp Myrtle,2013-07-24 00:00:00.000000 UTC,Tree,2,6x9
Magnolia grandiflora :: Southern Magnolia,2013-06-11 00:00:00.000000 UTC,Tree,2,2x4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2010-12-14 00:00:00.000000 UTC,Tree,2,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2010-11-19 00:00:00.000000 UTC,Tree,2,3x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-12 00:00:00.000000 UTC,Tree,2,6x3
Laurus nobilis :: Sweet Bay: Grecian Laurel,2011-08-25 00:00:00.000000 UTC,Tree,2,3X4
Olea europaea 'Fruitless' :: Fruitless Olive,1977-10-28 00:00:00.000000 UTC,Tree,2,6x9
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Platanus x hispanica :: Sycamore: London Plane,2014-04-28 00:00:00.000000 UTC,Tree,2,4x8
Elaeocarpus decipiens :: Japanese Blueberry Tree,2014-04-11 00:00:00.000000 UTC,Tree,2,6x4
::,2015-06-23 00:00:00.000000 UTC,Landscaping,3,6x6
Tree(s) ::,2015-03-09 00:00:00.000000 UTC,Tree,3,2x4
Tree(s) ::,2013-10-11 00:00:00.000000 UTC,Tree,3,3x4
Tree(s) ::,2016-02-04 00:00:00.000000 UTC,Tree,3,3x5
Tree(s) ::,2015-03-09 00:00:00.000000 UTC,Tree,3,3x6
Tree(s) ::,2017-12-28 00:00:00.000000 UTC,Tree,3,3x9
Tree(s) ::,2016-03-15 00:00:00.000000 UTC,Tree,3,4x5
Tree(s) ::,2016-06-21 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-09-15 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,1987-07-16 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2016-11-07 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2017-04-18 00:00:00.000000 UTC,Tree,3,5x5
Tree(s) ::,2015-12-31 00:00:00.000000 UTC,Tree,3,9x6
Acer rubrum :: Red Maple,2011-01-01 00:00:00.000000 UTC,Tree,3,2x2
Acer rubrum :: Red Maple,2008-04-22 00:00:00.000000 UTC,Tree,3,3X6
Acer rubrum :: Red Maple,2008-04-22 00:00:00.000000 UTC,Tree,3,3X6
Acer rubrum :: Red Maple,2006-03-06 00:00:00.000000 UTC,Tree,3,3X6
Acer rubrum :: Red Maple,2016-02-22 00:00:00.000000 UTC,Tree,3,3x4
Maytenus boaria :: Mayten,2003-12-01 00:00:00.000000 UTC,Tree,3,6x6
Maytenus boaria :: Mayten,1992-05-14 00:00:00.000000 UTC,Tree,3,CUT
Quercus suber :: Cork Oak,2007-12-27 00:00:00.000000 UTC,Tree,3,3X4
Ficus nitida :: Laurel Fig,2016-10-12 00:00:00.000000 UTC,Tree,3,5x6
Ficus nitida :: Laurel Fig,2016-07-01 00:00:00.000000 UTC,Tree,3,6x6
Myoporum laetum :: Myoporum,1997-04-22 00:00:00.000000 UTC,Tree,3,2X3
Myoporum laetum :: Myoporum,2000-05-30 00:00:00.000000 UTC,Tree,3,2x3
Myoporum laetum :: Myoporum,1997-04-22 00:00:00.000000 UTC,Tree,3,2x3
Myoporum laetum :: Myoporum,2004-01-26 00:00:00.000000 UTC,Tree,3,2x3
Myoporum laetum :: Myoporum,2016-02-02 00:00:00.000000 UTC,Tree,3,5x7
Myoporum laetum :: Myoporum,2016-08-02 00:00:00.000000 UTC,Tree,3,6x3
Myoporum laetum :: Myoporum,2017-02-09 00:00:00.000000 UTC,Tree,3,7x6
Myoporum laetum :: Myoporum,1973-07-25 00:00:00.000000 UTC,Tree,3,7x6
Olea europaea :: Olive Tree,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Olea europaea :: Olive Tree,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Quercus coccinea :: Scarlet Oak,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Quercus coccinea :: Scarlet Oak,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Arbutus unedo :: Strawberry Tree,2016-10-13 00:00:00.000000 UTC,Tree,3,6x7
Ginkgo biloba :: Maidenhair Tree,2016-03-09 00:00:00.000000 UTC,Tree,3,2X2
Ginkgo biloba :: Maidenhair Tree,2016-08-30 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba :: Maidenhair Tree,2016-08-30 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba :: Maidenhair Tree,2016-08-30 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba :: Maidenhair Tree,2016-08-30 00:00:00.000000 UTC,Tree,3,4x3
Ginkgo biloba :: Maidenhair Tree,2016-05-02 00:00:00.000000 UTC,Tree,3,5x5
Ginkgo biloba :: Maidenhair Tree,2016-05-02 00:00:00.000000 UTC,Tree,3,5x5
Ginkgo biloba :: Maidenhair Tree,2011-11-01 00:00:00.000000 UTC,Tree,3,5x6
Podocarpus gracilor :: Fern Pine,2014-12-11 00:00:00.000000 UTC,Tree,3,6x7
Prunus cerasifera :: Cherry Plum,2016-11-28 00:00:00.000000 UTC,Tree,3,3x6
Prunus cerasifera :: Cherry Plum,2008-01-23 00:00:00.000000 UTC,Tree,3,4x9
Prunus cerasifera :: Cherry Plum,2012-01-23 00:00:00.000000 UTC,Tree,3,5x6
Prunus cerasifera :: Cherry Plum,2005-10-12 00:00:00.000000 UTC,Tree,3,6x6
Acer buergeranum :: Trident Maple,2006-03-06 00:00:00.000000 UTC,Tree,3,3X5
Acer x freemanii :: Freeman Maple,1998-10-12 00:00:00.000000 UTC,Tree,3,2X2
Acer x freemanii :: Freeman Maple,2009-02-24 00:00:00.000000 UTC,Tree,3,2X2
Acer x freemanii :: Freeman Maple,2000-02-03 00:00:00.000000 UTC,Tree,3,2X2
Acer x freemanii :: Freeman Maple,1996-03-14 00:00:00.000000 UTC,Tree,3,2X3
Acer x freemanii :: Freeman Maple,1996-03-14 00:00:00.000000 UTC,Tree,3,2X3
Acer x freemanii :: Freeman Maple,2002-12-11 00:00:00.000000 UTC,Tree,3,2X3
Acer x freemanii :: Freeman Maple,1996-03-14 00:00:00.000000 UTC,Tree,3,2x3
Pyrus kawakamii :: Evergreen Pear,2008-02-21 00:00:00.000000 UTC,Tree,3,2X2
Pyrus kawakamii :: Evergreen Pear,1998-02-04 00:00:00.000000 UTC,Tree,3,3X4
Pyrus kawakamii :: Evergreen Pear,2010-05-06 00:00:00.000000 UTC,Tree,3,3x6
Pyrus kawakamii :: Evergreen Pear,2010-05-06 00:00:00.000000 UTC,Tree,3,3x6
Pyrus kawakamii :: Evergreen Pear,2011-01-11 00:00:00.000000 UTC,Landscaping,3,8x4
Pyrus kawakamii :: Evergreen Pear,2011-01-11 00:00:00.000000 UTC,Landscaping,3,8x4
Hymenosporum flavum :: Sweet Shade,2011-12-01 00:00:00.000000 UTC,Tree,3,2x3
Jacaranda mimosifolia :: Jacaranda,2018-01-17 00:00:00.000000 UTC,Tree,3,6x3
Jacaranda mimosifolia :: Jacaranda,2018-01-17 00:00:00.000000 UTC,Tree,3,6x3
Jacaranda mimosifolia :: Jacaranda,2018-01-17 00:00:00.000000 UTC,Tree,3,6x3
Jacaranda mimosifolia :: Jacaranda,2018-01-17 00:00:00.000000 UTC,Tree,3,6x3
Ligustrum lucidum :: Glossy Privet,2005-07-29 00:00:00.000000 UTC,Tree,3,2X2
Ligustrum lucidum :: Glossy Privet,2005-07-29 00:00:00.000000 UTC,Tree,3,2X2
Ligustrum lucidum :: Glossy Privet,2005-07-29 00:00:00.000000 UTC,Tree,3,2X2
Ligustrum lucidum :: Glossy Privet,2016-10-27 00:00:00.000000 UTC,Tree,3,4x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,3,2x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,3,2x3
Melaleuca quinquenervia :: Cajeput,2000-05-30 00:00:00.000000 UTC,Tree,3,2x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,3,2x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,3,2x3
Melaleuca quinquenervia :: Cajeput,1995-10-20 00:00:00.000000 UTC,Tree,3,3x2
Schinus molle :: California Pepper,2015-05-15 00:00:00.000000 UTC,Tree,3,5x5
Acacia baileyana :: Bailey's Acacia,1991-08-01 00:00:00.000000 UTC,Tree,3,2X2
Eriobotrya deflexa :: Bronze Loquat,1991-01-25 00:00:00.000000 UTC,Tree,3,2X2
Eriobotrya deflexa :: Bronze Loquat,2009-09-19 00:00:00.000000 UTC,Tree,3,2X3
Eriobotrya deflexa :: Bronze Loquat,2009-09-19 00:00:00.000000 UTC,Tree,3,2X3
Eriobotrya deflexa :: Bronze Loquat,2006-03-11 00:00:00.000000 UTC,Tree,3,2x3
Eriobotrya deflexa :: Bronze Loquat,2015-04-20 00:00:00.000000 UTC,Tree,3,4x7
Pyrus calleryana :: Ornamental Pear,2007-05-04 00:00:00.000000 UTC,Tree,3,2x3
Quercus agrifolia :: Coast Live Oak,2011-06-07 00:00:00.000000 UTC,Tree,3,3x6
Agonis flexuosa :: Peppermint Willow,2000-07-27 00:00:00.000000 UTC,Tree,3,2X3
Prunus x yedoensis :: Yoshino Cherry,2007-11-27 00:00:00.000000 UTC,Tree,3,6X6
Syagrus romanzoffianum :: Queen Palm,2006-11-28 00:00:00.000000 UTC,Tree,3,2x2
Cercis occidentalis :: Western Redbud,2000-02-16 00:00:00.000000 UTC,Tree,3,2X2
Lagunaria patersonii :: Primrose Tree,2009-01-30 00:00:00.000000 UTC,Tree,3,2X3
Lagunaria patersonii :: Primrose Tree,2005-02-23 00:00:00.000000 UTC,Tree,3,2X3
Lagunaria patersonii :: Primrose Tree,2007-12-21 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2015-03-24 00:00:00.000000 UTC,Tree,3,1x1
Lophostemon confertus :: Brisbane Box,2009-10-16 00:00:00.000000 UTC,Tree,3,2X2
Lophostemon confertus :: Brisbane Box,2012-05-02 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2008-01-15 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2005-11-12 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,1999-11-22 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2010-05-25 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,1996-04-17 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,1995-01-20 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2008-02-28 00:00:00.000000 UTC,Tree,3,2X3
Lophostemon confertus :: Brisbane Box,2016-12-28 00:00:00.000000 UTC,Tree,3,2x2
Lophostemon confertus :: Brisbane Box,2016-12-28 00:00:00.000000 UTC,Tree,3,2x2
Lophostemon confertus :: Brisbane Box,2004-02-04 00:00:00.000000 UTC,Tree,3,3X4
Lophostemon confertus :: Brisbane Box,1998-12-11 00:00:00.000000 UTC,Tree,3,3X4
Lophostemon confertus :: Brisbane Box,2006-03-09 00:00:00.000000 UTC,Tree,3,3X4
Lophostemon confertus :: Brisbane Box,2006-03-23 00:00:00.000000 UTC,Tree,3,3X4
Lophostemon confertus :: Brisbane Box,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,3,3x2
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,3,3x2
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,3,3x2
Lophostemon confertus :: Brisbane Box,2016-07-19 04:31:00.000000 UTC,Tree,3,3x4
Lophostemon confertus :: Brisbane Box,2007-12-27 00:00:00.000000 UTC,Tree,3,3x4
Lophostemon confertus :: Brisbane Box,2017-02-03 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2015-05-27 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2017-02-03 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2017-02-03 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2017-02-03 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2016-05-11 00:00:00.000000 UTC,Tree,3,3x6
Lophostemon confertus :: Brisbane Box,2017-02-02 00:00:00.000000 UTC,Tree,3,3xe
Lophostemon confertus :: Brisbane Box,2014-09-26 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2016-06-30 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2016-06-30 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2016-06-30 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2016-06-30 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2016-06-30 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2015-01-16 00:00:00.000000 UTC,Tree,3,6x6
Lophostemon confertus :: Brisbane Box,2012-06-20 00:00:00.000000 UTC,Tree,3,7x7
Lophostemon confertus :: Brisbane Box,2014-03-20 00:00:00.000000 UTC,Tree,3,9x9
Lophostemon confertus :: Brisbane Box,1996-02-19 00:00:00.000000 UTC,Tree,3,CUT
Prunus serrulata :: Ornamental Cherry,1999-07-11 00:00:00.000000 UTC,Tree,3,2X3
Prunus serrulata :: Ornamental Cherry,2006-03-23 00:00:00.000000 UTC,Tree,3,2X3
Prunus serrulata :: Ornamental Cherry,2016-07-27 00:00:00.000000 UTC,Tree,3,6x6
Tristaniopsis laurina :: Swamp Myrtle,1999-01-22 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2003-04-01 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,1997-12-18 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2003-03-14 00:00:00.000000 UTC,Tree,3,2X2
